id,theme_id,difficulty,statement_md,reference_solution_md,source,tags
1018,matematicheskii-analiz,easy,"Вычислить $\displaystyle \lim_{n \to \infty} \frac{n \cos(n^2 + e^n)}{2^n - 1}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Так как $-1 \le \cos(n^2 + e^n) \le 1$, то
$$-\frac{n}{2^n - 1} \le \frac{n \cos(n^2 + e^n)}{2^n - 1} \le \frac{n}{2^n - 1}.$$ 
Поскольку $\lim_{n \to \infty} \frac{n}{2^n - 1} = 0$, то по теореме о сжатой функции
$$\lim_{n \to \infty} \frac{n \cos(n^2 + e^n)}{2^n - 1} = 0.$$ 
Ответ: 0.000",user-dataset,
1019,statistika,medium,Постройте моментную оценку для параметра λ в экспоненциальной модели и докажите её состоятельность.,"Пусть $X_1, ..., X_n$ - выборка из экспоненциального распределения с параметром $\lambda$. Моментная оценка находится приравниванием теоретического момента к выборочному.  Теоретический момент $E[X] = \frac{1}{\lambda}$. Выборочный момент $\bar{X} = \frac{1}{n} \sum_{i=1}^n X_i$.  Приравниваем: $\frac{1}{\lambda} = \frac{1}{n} \sum_{i=1}^n X_i$.  Отсюда, моментная оценка для $\lambda$ есть $\hat{\lambda} = \frac{n}{\sum_{i=1}^n X_i} = \frac{1}{\bar{X}}$.

Состоятельность: По закону больших чисел, $\bar{X} \to E[X] = \frac{1}{\lambda}$ по вероятности при $n \to \infty$.  Так как функция $g(x) = \frac{1}{x}$ непрерывна при $x > 0$, то по теореме о непрерывном отображении, $g(\bar{X}) = \frac{1}{\bar{X}} \to g(\frac{1}{\lambda}) = \lambda$ по вероятности.  Следовательно, $\hat{\lambda}$ состоятельна.",user-dataset,
1020,matematicheskii-analiz,easy,"Вычислить интеграл: $\displaystyle \int_{1}^{e} \frac{2 \ln x}{x} dx$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $u = \ln x$, тогда $du = \frac{1}{x} dx$. Пределы интегрирования: $x=1 \Rightarrow u = \ln 1 = 0$, $x=e \Rightarrow u = \ln e = 1$. Тогда интеграл равен $\int_{0}^{1} 2u du = u^2 \Big|_0^1 = 1^2 - 0^2 = 1$. Ответ: 1.000",user-dataset,
1021,statistika,medium,Постройте моментную оценку для параметра λ в экспоненциальной модели и докажите её состоятельность.,"Пусть $X_1, ..., X_n$ - выборка из экспоненциального распределения с параметром $\lambda$. Моментная оценка находится приравниванием теоретического момента к выборочному. Теоретический момент $E[X] = \frac{1}{\lambda}$. Выборочный момент $\overline{X} = \frac{1}{n}\sum_{i=1}^{n} X_i$. Приравниваем: $\frac{1}{\lambda} = \frac{1}{n}\sum_{i=1}^{n} X_i$. Отсюда, моментная оценка для $\lambda$ равна $\hat{\lambda} = \frac{n}{\sum_{i=1}^{n} X_i} = \frac{1}{\overline{X}}$.

Состоятельность: По закону больших чисел, $\overline{X} \xrightarrow{p} E[X] = \frac{1}{\lambda}$ при $n \to \infty$. Так как функция $g(x) = \frac{1}{x}$ непрерывна в точке $\frac{1}{\lambda}$, то по теореме о непрерывном отображении, $g(\overline{X}) = \frac{1}{\overline{X}} \xrightarrow{p} g(\frac{1}{\lambda}) = \lambda$. Следовательно, $\hat{\lambda} = \frac{1}{\overline{X}}$ является состоятельной оценкой для $\lambda$.",user-dataset,
1022,matematicheskii-analiz,medium,"Вычислить $\displaystyle \lim_{n \to \infty} \frac{n^2 + n \sin(2^n + n)}{(n - 1)^3 - (n + 1)^3}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Преобразуем выражение:

$\displaystyle \frac{n^2 + n \sin(2^n + n)}{(n - 1)^3 - (n + 1)^3} = \frac{n^2 + n \sin(2^n + n)}{n^3 - 3n^2 + 3n - 1 - (n^3 + 3n^2 + 3n + 1)} = \frac{n^2 + n \sin(2^n + n)}{-6n^2 - 2} = \frac{1 + \frac{\sin(2^n + n)}{n}}{-6 - \frac{2}{n^2}}$

Так как $\displaystyle \lim_{n \to \infty} \frac{\sin(2^n + n)}{n} = 0$ и $\displaystyle \lim_{n \to \infty} \frac{2}{n^2} = 0$, то

$\displaystyle \lim_{n \to \infty} \frac{1 + \frac{\sin(2^n + n)}{n}}{-6 - \frac{2}{n^2}} = \frac{1 + 0}{-6 - 0} = -\frac{1}{6} \approx -0.167$

Ответ: -0.167",user-dataset,
1023,matematicheskii-analiz,medium,"Вычислить $\displaystyle \lim_{n \to \infty} \left(\frac{n^2 + 3n}{n^2 + 2n + 2}\right)^{n^2}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Преобразуем выражение: 

$\displaystyle \lim_{n \to \infty} \left(\frac{n^2 + 3n}{n^2 + 2n + 2}\right)^{n^2} = \lim_{n \to \infty} \left(1 + \frac{n-2}{n^2 + 2n + 2}\right)^{n^2} = \lim_{n \to \infty} \left(1 + \frac{n-2}{n^2 + 2n + 2}\right)^{\frac{n^2 + 2n + 2}{n-2} \cdot \frac{n^2(n-2)}{n^2 + 2n + 2}} = e^{\lim_{n \to \infty} \frac{n^2(n-2)}{n^2 + 2n + 2}} = e^{\lim_{n \to \infty} \frac{n^3 - 2n^2}{n^2 + 2n + 2}} = e^{\lim_{n \to \infty} \frac{n - 2}{1 + \frac{2}{n} + \frac{2}{n^2}}} = e^{\infty} = \infty$

Ответ: Infinity",user-dataset,
1024,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow 1}(1+\sin(\pi x))^{\operatorname{ctg}\pi x} $. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $y = x - 1$, тогда $x = y + 1$ и $x \to 1$ эквивалентно $y \to 0$. Имеем:

$\displaystyle \lim_{x \rightarrow 1}(1+\sin(\pi x))^{\operatorname{ctg}\pi x} = \lim_{y \rightarrow 0}(1+\sin(\pi (y+1)))^{\operatorname{ctg}\pi (y+1)} = \lim_{y \rightarrow 0}(1-\sin(\pi y))^{-\operatorname{ctg}\pi y} = \lim_{y \rightarrow 0} \exp(-\operatorname{ctg}(\pi y) \ln(1-\sin(\pi y)))$.

Так как $\sin(\pi y) \sim \pi y$ и $\ln(1-\sin(\pi y)) \sim -\sin(\pi y) \sim -\pi y$ при $y \to 0$, а также $\operatorname{ctg}(\pi y) \sim \frac{1}{\pi y}$, то

$\displaystyle \lim_{y \rightarrow 0} -\operatorname{ctg}(\pi y) \ln(1-\sin(\pi y)) = \lim_{y \rightarrow 0} -\frac{1}{\pi y} (-\pi y) = 1$.

Следовательно, $\displaystyle \lim_{x \rightarrow 1}(1+\sin(\pi x))^{\operatorname{ctg}\pi x} = e^1 = e \approx 2.718$.

Ответ: 2.718",user-dataset,
1025,matematicheskii-analiz,easy,"Вычислить интеграл: $\displaystyle \int_{1}^{e} \frac{2 \ln x}{x} dx$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $u = \ln x$, тогда $du = \frac{1}{x} dx$. Пределы интегрирования: $x=1 \Rightarrow u = \ln 1 = 0$, $x=e \Rightarrow u = \ln e = 1$. Тогда интеграл равен $\int_{0}^{1} 2u du = u^2 \Big|_0^1 = 1^2 - 0^2 = 1$. Ответ: 1.000",user-dataset,
1026,matematicheskii-analiz,easy,"Указать предел последовательности $x_n = \frac{1}{n^2 + 1}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","При $n \to \infty$, $n^2 + 1 \to \infty$, следовательно, $\frac{1}{n^2 + 1} \to 0$. Ответ: 0.000",user-dataset,
1027,veroyatnost,easy,"Вероятность неполадки станка за смену 0.05. Найти вероятность отсутствия неполадок за 3 смены. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Вероятность отсутствия неполадки за смену равна 1 - 0.05 = 0.95. Вероятность отсутствия неполадок за 3 смены равна 0.95 * 0.95 * 0.95 = 0.95^3 = 0.857375. Округляем до 3 знаков после запятой: 0.857.
Ответ: 0.857",user-dataset,
1028,matematicheskii-analiz,medium,"Вычислить $\displaystyle \lim_{n \to \infty} \frac{n^2 + n \sin(2^n + n)}{(n - 1)^3 - (n + 1)^3}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Преобразуем выражение:

$\displaystyle \frac{n^2 + n \sin(2^n + n)}{(n - 1)^3 - (n + 1)^3} = \frac{n^2 + n \sin(2^n + n)}{n^3 - 3n^2 + 3n - 1 - (n^3 + 3n^2 + 3n + 1)} = \frac{n^2 + n \sin(2^n + n)}{-6n^2 - 2} = \frac{n^2(1 + \frac{\sin(2^n + n)}{n})}{n^2(-6 - \frac{2}{n^2})} = \frac{1 + \frac{\sin(2^n + n)}{n}}{-6 - \frac{2}{n^2}}$

Так как $\displaystyle \lim_{n \to \infty} \frac{\sin(2^n + n)}{n} = 0$ и $\displaystyle \lim_{n \to \infty} \frac{2}{n^2} = 0$, то

$\displaystyle \lim_{n \to \infty} \frac{1 + \frac{\sin(2^n + n)}{n}}{-6 - \frac{2}{n^2}} = \frac{1 + 0}{-6 - 0} = -\frac{1}{6} \approx -0.167$

Ответ: -0.167",user-dataset,
1029,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \int_0^1 \dfrac{\sqrt[3]{x}-1}{\ln(x)}$.Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Рассмотрим интеграл $I(a) = \int_0^1 \frac{x^a - 1}{\ln x} dx$. Тогда $I'(a) = \int_0^1 \frac{x^a \ln x}{\ln x} dx = \int_0^1 x^a dx = \frac{1}{a+1}$.
Следовательно, $I(a) = \int \frac{1}{a+1} da = \ln(a+1) + C$. Так как $I(0) = \int_0^1 \frac{1-1}{\ln x} dx = 0$, то $I(0) = \ln(0+1) + C = 0$, откуда $C = 0$. Значит, $I(a) = \ln(a+1)$.
В нашем случае, нужно вычислить $\int_0^1 \frac{\sqrt[3]{x}-1}{\ln(x)} dx = I(1/3) = \ln(1/3 + 1) = \ln(4/3) \approx 0.287682$.
Округляя до 3 знаков после запятой, получаем 0.288.
Ответ: 0.288",user-dataset,
1030,matematicheskii-analiz,medium,"Вычислите интеграл: $\displaystyle \int_0^\pi \left( |\sin(1999x)| - |\sin(2000x)| \right) dx$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Используем свойство интеграла от модуля синуса: $\int_0^{\pi} |\sin(nx)| dx = \frac{2}{n}$.
Тогда $\int_0^{\pi} |\sin(1999x)| dx = \frac{2}{1999}$ и $\int_0^{\pi} |\sin(2000x)| dx = \frac{2}{2000}$.
Искомый интеграл равен $\frac{2}{1999} - \frac{2}{2000} = 2 \cdot \frac{2000 - 1999}{1999 \cdot 2000} = \frac{2}{1999 \cdot 2000} = \frac{1}{1999000} \approx 0.00050025$.
Округляя до 3 знаков после запятой, получаем 0.001.

Ответ: 0.001",user-dataset,
1031,veroyatnost,easy,"Найти вероятность правильно угадать 2 последние разные нечетные цифры номера. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Всего нечетных цифр 5 (1, 3, 5, 7, 9). Первая цифра может быть любой из 5, вторая - любой из оставшихся 4. Всего вариантов 5 * 4 = 20. Правильный вариант один. Вероятность 1/20 = 0.05. Ответ: 0.050",user-dataset,
1032,veroyatnost,easy,"Вероятность неполадки станка за смену 0.05. Найти вероятность отсутствия неполадок за 3 смены. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",Вероятность отсутствия неполадки за смену равна 1 - 0.05 = 0.95. Вероятность отсутствия неполадок за 3 смены равна 0.95 * 0.95 * 0.95 = 0.95^3 = 0.857375. Округляем до 3 знаков после запятой: 0.857.,user-dataset,
1033,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow 0} (1-\sqrt{\cos x})/(1-\cos(\sqrt{x}) $. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Используем разложение в ряд Тейлора: 
$\cos x = 1 - \frac{x^2}{2} + O(x^4)$ 
$\sqrt{1+x} = 1 + \frac{x}{2} + O(x^2)$ 
Тогда: 
$\sqrt{\cos x} = \sqrt{1 - \frac{x^2}{2} + O(x^4)} = 1 - \frac{x^2}{4} + O(x^4)$ 
$1 - \sqrt{\cos x} = \frac{x^2}{4} + O(x^4)$ 
$1 - \cos(\sqrt{x}) = 1 - (1 - \frac{x}{2} + O(x^2)) = \frac{x}{2} + O(x^2)$ 
$\lim_{x \rightarrow 0} \frac{1-\sqrt{\cos x}}{1-\cos(\sqrt{x})} = \lim_{x \rightarrow 0} \frac{\frac{x^2}{4}}{\frac{x}{2}} = \lim_{x \rightarrow 0} \frac{x}{2} = 0.5$
Ответ: 0.500",user-dataset,
1034,matematicheskii-analiz,easy,"Вычислить $\displaystyle \lim_{n \to \infty} \sqrt[n]{a}$ при $a > 0$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Известно, что \(\displaystyle \lim_{n \to \infty} \sqrt[n]{a} = 1\) при \(a > 0\). Следовательно, ответ равен 1.000.",user-dataset,
1035,nan,medium,"При каком натуральном $K$ величина $\frac{n^2}{1.001^n}$ достигает максимального значения? Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",nan,user-dataset,
1036,matematicheskii-analiz,easy,"Вычисли $ \displaystyle \lim_{x \rightarrow 0} \sin{5x}/x$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",Используем первый замечательный предел: $\lim_{x \rightarrow 0} \frac{\sin{x}}{x} = 1$. Тогда $\lim_{x \rightarrow 0} \frac{\sin{5x}}{x} = \lim_{x \rightarrow 0} 5 \cdot \frac{\sin{5x}}{5x} = 5 \cdot 1 = 5$. Ответ: 5.000,user-dataset,
1037,matematicheskii-analiz,easy,"Вычисли $ \displaystyle \lim_{x \rightarrow \infty}((2x-3)^{20}(3x+2)^{30}/(2x+1)^{50}$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Разделим числитель и знаменатель на $x^{50}$. Получим \[
\lim_{x \rightarrow \infty} \frac{(2x-3)^{20}(3x+2)^{30}}{(2x+1)^{50}} = \lim_{x \rightarrow \infty} \frac{(2 - 3/x)^{20}(3 + 2/x)^{30}}{(2 + 1/x)^{50}} x^{20+30-50} = \lim_{x \rightarrow \infty} \frac{(2 - 3/x)^{20}(3 + 2/x)^{30}}{(2 + 1/x)^{50}}.
\]
Так как $\lim_{x \rightarrow \infty} 3/x = \lim_{x \rightarrow \infty} 2/x = \lim_{x \rightarrow \infty} 1/x = 0$, то
\[\lim_{x \rightarrow \infty} \frac{(2 - 3/x)^{20}(3 + 2/x)^{30}}{(2 + 1/x)^{50}} = \frac{2^{20}3^{30}}{2^{50}} = \frac{3^{30}}{2^{30}} = (3/2)^{30} = 1.5^{30} \approx 42391.158.\]
Ответ: 42391.158",user-dataset,
1038,veroyatnost,easy,"Два охотника стреляют по волку (вероятности попадания 0.7 и 0.8). Найти вероятность хотя бы одного попадания по одному выстрелу. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть A - событие, что первый охотник попал, B - событие, что второй охотник попал. P(A) = 0.7, P(B) = 0.8. Нужно найти P(A ∪ B) = P(A) + P(B) - P(A ∩ B) = P(A) + P(B) - P(A)P(B) = 0.7 + 0.8 - 0.7 * 0.8 = 1.5 - 0.56 = 0.94. Ответ: 0.940",user-dataset,
1039,matematicheskaya-statistika,hard,Докажите критерий факторизации Неймана–Фишера: статистика \(T\) достаточна \(\Leftrightarrow\) \(f(x;\theta)=g(T(x);\theta)h(x)\).,"Критерий факторизации Неймана–Фишера утверждает, что статистика T достаточна тогда и только тогда, когда функция правдоподобия f(x; θ) может быть представлена в виде произведения двух функций: g(T(x); θ) и h(x), где g зависит от данных x только через статистику T(x), а h не зависит от параметра θ.

Доказательство:

(⇒) Предположим, что T(x) является достаточной статистикой. Тогда условное распределение X при условии T(x) не зависит от θ, то есть p(x | T(x); θ) = p(x | T(x)).
Функция правдоподобия может быть записана как:
f(x; θ) = p(x; θ) = p(x | T(x); θ) * p(T(x); θ) = p(x | T(x)) * p(T(x); θ).
Обозначим g(T(x); θ) = p(T(x); θ) и h(x) = p(x | T(x)). Тогда f(x; θ) = g(T(x); θ) * h(x).

(⇐) Предположим, что f(x; θ) = g(T(x); θ) * h(x). Нам нужно показать, что T(x) является достаточной статистикой, то есть p(x | T(x); θ) не зависит от θ.
Имеем:
p(x | T(x); θ) = f(x; θ) / p(T(x); θ) = [g(T(x); θ) * h(x)] / p(T(x); θ).
Чтобы найти p(T(x); θ), проинтегрируем f(x; θ) по всем x, таким что T(x) = t (где t - конкретное значение T(x)):
p(T(x)=t; θ) = ∫_{T(x)=t} f(x; θ) dx = ∫_{T(x)=t} g(T(x); θ) * h(x) dx = g(t; θ) * ∫_{T(x)=t} h(x) dx.
Тогда:
p(x | T(x); θ) = [g(T(x); θ) * h(x)] / [g(T(x); θ) * ∫_{T(x)=T(x)} h(x) dx] = h(x) / ∫_{T(x)=T(x)} h(x) dx.
Так как это выражение не зависит от θ, T(x) является достаточной статистикой.

Критерий доказан.",user-dataset,
1040,veroyatnost,easy,"В телефонном номере 135-3?-?? стерлись три последние цифры. Найти вероятность, что стерлись различные цифры, отличные от 1, 3, 5. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Всего вариантов для трех стертых цифр: 10 * 10 * 10 = 1000.
Цифры должны быть различными и отличными от 1, 3, 5. Значит, доступны цифры 0, 2, 4, 6, 7, 8, 9. Всего 7 цифр.
Число способов выбрать 3 различные цифры из 7: 7 * 6 * 5 = 210.
Вероятность = 210 / 1000 = 0.21
Ответ: 0.210",user-dataset,
1041,nan,medium,"Вычислить $\displaystyle \lim_{n \to \infty} \frac{3^{n+1} + 2^{n+1} + 1}{3^n + 2^n + 5}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",nan,user-dataset,
1042,nan,medium,"Вычислить несобственный интеграл: $\displaystyle \int_{2}^{+\infty} \frac{dx}{x^2+2x-3}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",nan,user-dataset,
1043,matematicheskii-analiz,medium,"Вычислить $\displaystyle \lim_{n \to \infty} \left(\frac{n^3 + 4n}{n^3 + 2n - 3}\right)^{n^2 - 3}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Преобразуем выражение: 

$\displaystyle \lim_{n \to \infty} \left(\frac{n^3 + 4n}{n^3 + 2n - 3}\right)^{n^2 - 3} = \lim_{n \to \infty} \left(1 + \frac{2n + 3}{n^3 + 2n - 3}\right)^{n^2 - 3} = \lim_{n \to \infty} \left(1 + \frac{2n + 3}{n^3 + 2n - 3}\right)^{\frac{n^3 + 2n - 3}{2n + 3} \cdot \frac{2n + 3}{n^3 + 2n - 3} \cdot (n^2 - 3)} = e^{\lim_{n \to \infty} \frac{(2n + 3)(n^2 - 3)}{n^3 + 2n - 3}} = e^{\lim_{n \to \infty} \frac{2n^3 + 3n^2 - 6n - 9}{n^3 + 2n - 3}} = e^2 \approx 7.389$ 

Ответ: 7.389",user-dataset,
1044,nan,medium,"Вычисли $ \displaystyle \int_1^2 \dfrac{1}{4x^5+5x}dx$.Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",nan,user-dataset,
1045,matematicheskii-analiz,medium,"Вычислить $\displaystyle \lim_{n \to \infty} \left(\frac{n^2 + 3n}{n^2 + 2n + 2}\right)^n$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Преобразуем выражение: 

$\displaystyle \lim_{n \to \infty} \left(\frac{n^2 + 3n}{n^2 + 2n + 2}\right)^n = \lim_{n \to \infty} \left(1 + \frac{n^2 + 3n}{n^2 + 2n + 2} - 1\right)^n = \lim_{n \to \infty} \left(1 + \frac{n - 2}{n^2 + 2n + 2}\right)^n$

$\displaystyle = \lim_{n \to \infty} \left(1 + \frac{n - 2}{n^2 + 2n + 2}\right)^{\frac{n^2 + 2n + 2}{n-2} \cdot \frac{n(n-2)}{n^2 + 2n + 2}} = e^{\lim_{n \to \infty} \frac{n^2 - 2n}{n^2 + 2n + 2}} = e^{\lim_{n \to \infty} \frac{1 - 2/n}{1 + 2/n + 2/n^2}} = e^1 = e$

Округляем $e \approx 2.71828$ до 3 знаков после запятой: 2.718.

Ответ: 2.718",user-dataset,
1046,matematicheskii-analiz,easy,"Вычислить несобственный интеграл: $\displaystyle \int_{1}^{+\infty} \frac{dx}{x^2}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",$\displaystyle \int_{1}^{+\infty} \frac{dx}{x^2} = \lim_{b \to +\infty} \int_{1}^{b} \frac{dx}{x^2} = \lim_{b \to +\infty} [-\frac{1}{x}]_1^b = \lim_{b \to +\infty} (-\frac{1}{b} + 1) = 1$. Ответ: 1.000,user-dataset,
1047,matematicheskii-analiz,easy,"Вычислить $\displaystyle \lim_{n \to \infty} \frac{n \cos(n^2 + e^n)}{2^n - 1}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Так как $-1 \le \cos(n^2 + e^n) \le 1$, то
$$-\frac{n}{2^n - 1} \le \frac{n \cos(n^2 + e^n)}{2^n - 1} \le \frac{n}{2^n - 1}.$$ 
Поскольку $\lim_{n \to \infty} \frac{n}{2^n - 1} = 0$, то по теореме о сжатой функции $\lim_{n \to \infty} \frac{n \cos(n^2 + e^n)}{2^n - 1} = 0$.

Ответ: 0.000",user-dataset,
1048,nan,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow \pi/4 + 0} (\operatorname{tg}(\pi/8+x))^{\operatorname{tg}2x}$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",nan,user-dataset,
1049,matematicheskii-analiz,medium,"Найдите сумму ряда: $\displaystyle \frac{1}{1 \cdot 2 \cdot 3} + \frac{1}{2 \cdot 3 \cdot 4} + \frac{1}{3 \cdot 4 \cdot 5} + \frac{1}{4 \cdot 5 \cdot 6} + \ldots$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Представим общий член ряда в виде разности: 

$\frac{1}{n(n+1)(n+2)} = \frac{A}{n} + \frac{B}{n+1} + \frac{C}{n+2}$.

Приводя к общему знаменателю, получаем $1 = A(n+1)(n+2) + Bn(n+2) + Cn(n+1)$.

Подставляя $n=0$, получаем $1 = 2A$, откуда $A = \frac{1}{2}$.
Подставляя $n=-1$, получаем $1 = -B$, откуда $B = -1$.
Подставляя $n=-2$, получаем $1 = 2C$, откуда $C = \frac{1}{2}$.

Таким образом, $\frac{1}{n(n+1)(n+2)} = \frac{1}{2} \left( \frac{1}{n} - \frac{2}{n+1} + \frac{1}{n+2} \right) = \frac{1}{2} \left( \frac{1}{n} - \frac{1}{n+1} - \frac{1}{n+1} + \frac{1}{n+2} \right) = \frac{1}{2} \left( \left( \frac{1}{n} - \frac{1}{n+1} \right) - \left( \frac{1}{n+1} - \frac{1}{n+2} \right) \right)$.

Сумма ряда равна $\frac{1}{2} \sum_{n=1}^{\infty} \left( \left( \frac{1}{n} - \frac{1}{n+1} \right) - \left( \frac{1}{n+1} - \frac{1}{n+2} \right) \right)$.

Это телескопический ряд. Сумма равна $\frac{1}{2} \left( \left( 1 - 0 \right) - \left( \frac{1}{2} - 0 \right) \right) = \frac{1}{2} \left( 1 - \frac{1}{2} \right) = \frac{1}{2} \cdot \frac{1}{2} = \frac{1}{4} = 0.25$.

Ответ: 0.250",user-dataset,
1050,matematicheskii-analiz,easy,"Вычисли $ \displaystyle \lim_{x \rightarrow 0} \sin{5x}/x$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",Используем первый замечательный предел: $\lim_{x \rightarrow 0} \frac{\sin{x}}{x} = 1$. Тогда $\lim_{x \rightarrow 0} \frac{\sin{5x}}{x} = \lim_{x \rightarrow 0} 5 \cdot \frac{\sin{5x}}{5x} = 5 \cdot 1 = 5$. Ответ: 5.000,user-dataset,
1051,veroyatnost,easy,"Брошены три монеты. Найти вероятность выпадения двух ""гербов"". Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Всего возможных исходов при бросании трех монет: 2^3 = 8. 
Благоприятные исходы (два герба и одна решка): ГГР, ГРГ, РГГ. Их 3.
Вероятность = 3/8 = 0.375",user-dataset,
1052,matematicheskii-analiz,easy,"Вычислить интеграл: $\displaystyle \int_{1}^{e} \frac{2 \ln x}{x} dx$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $u = \ln x$, тогда $du = \frac{1}{x} dx$. Пределы интегрирования: $x=1 \Rightarrow u = \ln 1 = 0$, $x=e \Rightarrow u = \ln e = 1$. Тогда интеграл равен $\int_{0}^{1} 2u du = u^2 \Big|_0^1 = 1^2 - 0^2 = 1$. Ответ: 1.000",user-dataset,
1053,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow +\infty}\sqrt{x+\sqrt{x+\sqrt{x}}}-\sqrt{x}$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Умножим и разделим на сопряженное выражение: 

$\displaystyle \lim_{x \rightarrow +\infty}\sqrt{x+\sqrt{x+\sqrt{x}}}-\sqrt{x} = \lim_{x \rightarrow +\infty} \frac{x+\sqrt{x+\sqrt{x}} - x}{\sqrt{x+\sqrt{x+\sqrt{x}}} + \sqrt{x}} = \lim_{x \rightarrow +\infty} \frac{\sqrt{x+\sqrt{x}}}{\sqrt{x+\sqrt{x+\sqrt{x}}} + \sqrt{x}} = \lim_{x \rightarrow +\infty} \frac{\sqrt{x(1+\frac{1}{\sqrt{x}})}}{\sqrt{x(1+\sqrt{\frac{1}{x} + \frac{1}{x\sqrt{x}}})} + \sqrt{x}} = \lim_{x \rightarrow +\infty} \frac{\sqrt{x}\sqrt{1+\frac{1}{\sqrt{x}}}}{\sqrt{x}(\sqrt{1+\sqrt{\frac{1}{x} + \frac{1}{x\sqrt{x}}}} + 1)} = \lim_{x \rightarrow +\infty} \frac{\sqrt{1+\frac{1}{\sqrt{x}}}}{\sqrt{1+\sqrt{\frac{1}{x} + \frac{1}{x\sqrt{x}}}} + 1} = \frac{\sqrt{1+0}}{\sqrt{1+0}+1} = \frac{1}{2} = 0.5$

Ответ: 0.500",user-dataset,
1054,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow 0} (1-\sqrt{\cos x})/(1-\cos(\sqrt{x}) $. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Используем разложение в ряд Тейлора: 
$\cos x = 1 - \frac{x^2}{2} + O(x^4)$ 
$\sqrt{1+x} = 1 + \frac{x}{2} + O(x^2)$ 
Тогда: 
$\sqrt{\cos x} = \sqrt{1 - \frac{x^2}{2} + O(x^4)} = 1 - \frac{x^2}{4} + O(x^4)$ 
$1 - \sqrt{\cos x} = \frac{x^2}{4} + O(x^4)$ 
$1 - \cos(\sqrt{x}) = 1 - (1 - \frac{x}{2} + O(x^2)) = \frac{x}{2} + O(x^2)$ 
$\lim_{x \rightarrow 0} \frac{1-\sqrt{\cos x}}{1-\cos(\sqrt{x})} = \lim_{x \rightarrow 0} \frac{\frac{x^2}{4}}{\frac{x}{2}} = \lim_{x \rightarrow 0} \frac{x}{2} = 0.5$
Ответ: 0.500",user-dataset,
